Salary;Coef;Normalized
19590;18.490384615384613;1059.469579
19627;382.2884615384616;51.34081191
32064;132.55769230769232;241.8871319
50184;439.1346153846154;114.2793081
13085;382.2884615384616;34.22807988
8424;79.01923076923076;106.6069603
21504;14.346153846153848;1498.938338
80000;577.4519230769231;138.539672
85051;382.2884615384616;222.4785955
29136;79.01923076923076;368.7203699
45830;468.7884615384616;97.76264512
11148;94.43269230769229;118.0523368
155000;577.4519230769231;268.4206144
643764;382.2884615384616;1683.974445
43546;382.2884615384616;113.9087479
5182;382.2884615384616;13.55520901
130554;553.9711538461538;235.6693107
103000;577.4519230769231;178.3698277
60000;577.4519230769231;103.904754
29484;79.01923076923076;373.1243612
94600;577.4519230769231;163.8231621
98000;577.4519230769231;169.7110982
62073;412.83653846153845;150.3573308
68903;553.9711538461538;124.3801225
8076;138.46153846153842;58.32666667
52704;272.63461538461536;193.3136771
4478;18.490384615384613;242.1799272
1000000;432.4423076923077;2312.447192
18888;101.40384615384615;186.2651242
60276;770.2019230769231;78.25999675
105000;577.4519230769231;181.8333195
173524;367.5;472.1741497
100000;577.4519230769231;173.17459
180000;577.4519230769231;311.7142619
130000;577.4519230769231;225.1269669
34620;24.384615384615387;1419.747634
49267;314.875;156.465264
140000;577.4519230769231;242.4444259
57287;224.0;255.7455357
26169;382.2884615384616;68.45354394
45830;468.7884615384616;97.76264512
10000;8.163461538461537;1224.970554
54996;432.46153846153845;127.1696905
1152000;577.4519230769231;1994.971276
250000;577.4519230769231;432.9364749
71966;382.2884615384616;188.2505156
106250;272.63461538461536;389.7157368
130847;382.2884615384616;342.2729514
37692;86.22115384615385;437.1549013
89368;439.1346153846154;203.5093497
81810;577.4519230769231;141.674132
5760;101.40384615384615;56.80257918
53184;18.93269230769231;2809.109192
728700;432.46153846153845;1685.005336
165000;577.4519230769231;285.7380734
46517;432.46153846153845;107.5633227
27264;195.4423076923077;139.4989668
17184;314.875;54.57403732
72984;458.82692307692315;159.0665158
230000;577.4519230769231;398.3015569
52932;439.1346153846154;120.5370703
114000;577.4519230769231;197.4190326
3848;18.490384615384613;208.1081643
19380;138.46153846153842;139.9666667
143950;382.2884615384616;376.5481161
115000;577.4519230769231;199.1507785
110000;577.4519230769231;190.492049
34982;18.490384615384613;1891.902236
149500;577.4519230769231;258.896012
54797;367.5;149.107483
87036;553.9711538461538;157.1128738
130000;577.4519230769231;225.1269669
80202;369.375;217.128934
11472;14.346153846153848;799.6568365
82488;468.7884615384616;175.9599623
18528;54.615384615384606;339.2450704
23304;60.596153846153854;384.5788639
107000;577.4519230769231;185.2968113
48120;174.98076923076923;275.0016485
68745;1026.9807692307693;66.93893601
45830;432.46153846153845;105.9747421
18852;86.22115384615385;218.6470391
66000;432.46153846153845;152.6147279
32064;132.55769230769232;241.8871319
64128;24.384615384615387;2629.85489
31800;94.43269230769229;336.7477854
1000000;432.4423076923077;2312.447192
18528;42.990384615384606;430.9800939
67256;432.46153846153845;155.5190324
118325;432.4423076923077;273.620314
960;101.40384615384615;9.467096529
167945;432.4423076923077;388.3639436
21060;79.01923076923076;266.5174008
14484;67.80769230769229;213.6040839
13993;18.490384615384613;756.7717109
260000;577.4519230769231;450.2539339
200000;577.4519230769231;346.3491799
40101;272.63461538461536;147.0869719
275376;18.490384615384613;14892.9298
12900;101.40384615384615;127.2141096
27492;432.46153846153845;63.57097118
300000;577.4519230769231;519.5237699
57287;272.63461538461536;210.1237215
45797;382.2884615384616;119.7969717
53672;553.9711538461538;96.88591117
67548;723.9903846153846;93.29958165
5436;60.596153846153854;89.70866392
55000;577.4519230769231;95.24602448
78508;382.2884615384616;205.3632476
180000;577.4519230769231;311.7142619
8016;132.55769230769232;60.47178297
161000;577.4519230769231;278.8110898
10080;18.490384615384613;545.1482059
40614;63.41346153846154;640.4633813
34836;56.846153846153854;612.811908
45830;439.1346153846154;104.364353
64788;432.46153846153845;149.8121665
95000;577.4519230769231;164.5158605
14376;9.51923076923077;1510.206061
24060;369.375;65.13705584
57287;416.2403846153846;137.6296057
34524;138.46153846153842;249.34
53316;545.5480769230769;97.72924194
87036;553.9711538461538;157.1128738
120000;577.4519230769231;207.809508
4272;54.615384615384606;78.21971831
210973;770.2019230769231;273.9190772
190000;577.4519230769231;329.0317209
125000;577.4519230769231;216.4682374
27956;36.990384615384606;755.7639719
120556;770.2019230769231;156.525187
22800;54.615384615384606;417.4647887
39876;369.375;107.9553299
38220;60.596153846153854;630.7331006
130000;577.4519230769231;225.1269669
94572;59.144230769230774;1599.00634
115000;577.4519230769231;199.1507785
45803;432.4423076923077;105.9170187
128000;577.4519230769231;221.6634751
71758;432.4423076923077;165.9365856
13752;29.51923076923077;465.865798
7200;40.230769230769226;178.9674952
110000;577.4519230769231;190.492049
164988;468.7884615384616;351.9455224
22388;18.490384615384613;1210.791472
120000;577.4519230769231;207.809508
16500;432.46153846153845;38.15368196
13749;174.98076923076923;78.57434883
72182;369.375;195.4165821
59247;723.9903846153846;81.83395976
14748;94.43269230769229;156.1747276
68745;369.375;186.1116751
132156;382.2884615384616;345.6970673
127741;577.4519230769231;221.214953
30051;94.43269230769229;318.2266572
43538;412.83653846153845;105.4606265
105000;577.4519230769231;181.8333195
16308;60.596153846153854;269.1259917
98000;577.4519230769231;169.7110982
45072;519.6442307692306;86.73626557
75000;577.4519230769231;129.8809425
163550;382.2884615384616;427.8183007
108000;577.4519230769231;187.0285572
70000;577.4519230769231;121.222213
179000;577.4519230769231;309.982516
93109;412.83653846153845;225.5347851
123000;577.4519230769231;213.0047456
177000;577.4519230769231;306.5190242
95000;577.4519230769231;164.5158605
56142;272.63461538461536;205.9239613
34372;314.875;109.1607781
25436;272.63461538461536;93.2970304
2000000;577.4519230769231;3463.491799
54956;382.2884615384616;143.7553197
24277;18.490384615384613;1312.952678
73000;577.4519230769231;126.4174507
17868;272.63461538461536;65.53826621
31250;577.4519230769231;54.11705936
68745;272.63461538461536;252.1506666
218292;18.490384615384613;11805.70359
90000;577.4519230769231;155.857131
52246;432.46153846153845;120.8107435
100000;577.4519230769231;173.17459
67000;577.4519230769231;116.0269753
105000;577.4519230769231;181.8333195
74000;577.4519230769231;128.1491966
21996;181.5576923076923;121.1515729
6996;18.490384615384613;378.3588144
105000;577.4519230769231;181.8333195
37810;382.2884615384616;98.90437145
65308;468.7884615384616;139.3123026
75000;577.4519230769231;129.8809425
75000;577.4519230769231;129.8809425
106000;577.4519230769231;183.5650654
21996;168.76923076923075;130.331814
106645;723.9903846153846;147.3016801
59652;519.6442307692306;114.7939234
156000;577.4519230769231;270.1523603
80155;432.4423076923077;185.3542047
23160;42.990384615384606;538.7251174
14364;174.98076923076923;82.08902077
52339;382.2884615384616;136.9097037
35329;382.2884615384616;92.41450777
5904;94.43269230769229;62.5207209
150000;577.4519230769231;259.7618849
200000;577.4519230769231;346.3491799
36664;369.375;99.25956007
51300;132.55769230769232;387.0013057
667632;126.70192307692308;5269.312287
117763;382.2884615384616;308.0474873
155000;577.4519230769231;268.4206144
40459;432.4423076923077;93.55930093
1368000;577.4519230769231;2369.028391
68745;468.7884615384616;146.6439677
80000;577.4519230769231;138.539672
4404;34.80769230769231;126.5237569
60000;577.4519230769231;103.904754
41244;190.3173076923077;216.7117668
200000;577.4519230769231;346.3491799
67548;59.144230769230774;1142.089416
159968;723.9903846153846;220.9532107
35748;369.375;96.77969543
64162;468.7884615384616;136.8677032
95000;577.4519230769231;164.5158605
85931;432.46153846153845;198.7020633
101280;553.2019230769231;183.0796239
5950;14.346153846153848;414.7453083
76994;272.63461538461536;282.4072794
646200;382.2884615384616;1690.346597
52339;382.2884615384616;136.9097037
101000;577.4519230769231;174.9063359
28412;94.43269230769229;300.8703798
65000;577.4519230769231;112.5634835
32256;36.990384615384606;872.0103977
3168;8.163461538461537;388.0706714
28272;86.22115384615385;327.9009702
70000;577.4519230769231;121.222213
7836;18.490384615384613;423.7878315
24048;132.55769230769232;181.4153489
80155;432.4423076923077;185.3542047
99444;382.2884615384616;260.1281755
673704;458.82692307692315;1468.31837
53437;432.4423076923077;123.5702406
15120;272.63461538461536;55.45884179
71036;369.375;192.314044
112000;577.4519230769231;193.9555408
183320;468.7884615384616;391.0505805
51559;272.63461538461536;189.1139169
81780;382.2884615384616;213.9222295
114508;432.4423076923077;264.793703
54000;577.4519230769231;93.51427858
2000000;577.4519230769231;3463.491799
2000000;577.4519230769231;3463.491799
88179;132.55769230769232;665.2122443
53442;132.55769230769232;403.1603076
1000000;723.9903846153846;1381.233814
120000;577.4519230769231;207.809508
5976;14.052019;425.2769655
864000;577.4519230769231;1496.228457
35580;83.48076923076924;426.2059433
196250;382.2884615384616;513.3558026
934380;432.4423076923077;2160.704407
165000;577.4519230769231;285.7380734
97389;432.46153846153845;225.196905
32784;94.43269230769229;347.1679055
10104;174.98076923076923;57.7434883
100000;105.34615384615385;949.2515517
83640;468.7884615384616;178.4173606
2000000;577.4519230769231;3463.491799
58881;382.2884615384616;154.0224357
57287;468.7884615384616;122.2022398
95000;577.4519230769231;164.5158605
23088;132.55769230769232;174.1732192
230000;577.4519230769231;398.3015569
170000;577.4519230769231;294.3968029
85051;382.2884615384616;222.4785955
36024;59.144230769230774;609.0873029
3360;18.490384615384613;181.7160686
160405;669.2692307692307;239.6718579
33000;105.34615384615385;313.253012
18000;76.70192307692308;234.6746897
97389;458.82692307692315;212.256507
92000;577.4519230769231;159.3206228
11472;94.43269230769229;121.483352
23788;18.490384615384613;1286.5065
200000;577.4519230769231;346.3491799
2000000;577.4519230769231;3463.491799
55971;18.490384615384613;3027.032761
62807;382.2884615384616;164.2921676
72522;432.4423076923077;167.7032952
35268;132.55769230769232;266.0577397
11004;105.34615384615385;104.4556407
960000;577.4519230769231;1662.476064
114000;577.4519230769231;197.4190326
12828;132.55769230769232;96.77295807
7696;18.490384615384613;416.2163287
659952;272.63461538461536;2420.646399
120556;770.2019230769231;156.525187
68903;553.9711538461538;124.3801225
119158;669.2692307692307;178.0419516
41892;519.6442307692306;80.61669411
54996;314.875;174.6597856
9132;79.01923076923076;115.5668046
44460;55.28846153846154;804.146087
2172;14.75;147.2542373
120000;577.4519230769231;207.809508
120000;145.0769230769231;827.1474019
14940;132.55769230769232;112.7056434
23868;84.40384615384616;282.7833219
41688;132.55769230769232;314.4894821
7188;14.75;487.3220339
9235;18.490384615384613;499.448778
0;18.490384615384613;0
20628;369.375;55.84568528
4920;103.4903846153846;47.54064852
95000;577.4519230769231;164.5158605
20844;132.55769230769232;157.244741
43260;468.7884615384616;92.28042827
19956;54.615384615384606;365.3915493
145000;577.4519230769231;251.1031554
30784;18.490384615384613;1664.865315
49380;132.55769230769232;372.5170463
72182;432.46153846153845;166.9096407
33000;272.63461538461536;121.0411229
45797;382.2884615384616;119.7969717
84840;519.6442307692306;163.2655478
85931;432.46153846153845;198.7020633
106000;577.4519230769231;183.5650654
45803;432.4423076923077;105.9170187
61463;545.5480769230769;112.6628479
30684;138.46153846153842;221.6066667
41871;382.2884615384616;109.5272398
52339;382.2884615384616;136.9097037
